imdb_id,title,original_title,overview,poster_link
tt4981966,24,24,A scientist invents a time machine but his evil twin brother is after it and will go to any lengths to get the device in his hands.,https://m.media-amazon.com/images/M/MV5BMGU2Y2JhZmItMDU4Ni00NDA4LTg0MGMtYjlkZWMwMDdiZWE0XkEyXkFqcGdeQXVyOTA0NTIzNzU@._V1_SX300.jpg
tt4699388,Up for Love,Un homme √† la hauteur,"Diane is a well-known lawyer, divorced for three years. She loses her mobile telephone and receives a call from the person who finds it. That person is Alexandre, a charming man and the perfect gentleman. They make a connection over the phone and agree to meet up the following day. But when Alexandre arrives, there's a surprise in store when Diane discovers he is only 4' 6"" tall. From that moment on, Diane tries to overcome the prejudices of society and her own fears to experience the best time of her life...",https://m.media-amazon.com/images/M/MV5BOGNkYjQ2NDctZmI0YS00NTk2LTlmOWUtZmIxZTBjMWJlOTYxXkEyXkFqcGdeQXVyNDA2NTMyMzE@._V1_SX300.jpg
tt5122374,Tini: The New Life of Violetta,Tini: El gran cambio de Violetta,"Shot in Spanish and localized for markets around the world, ‚Tini ‚ El Gran Cambio de Violetta‚ is set to thrill fans with everything they loved about the worldwide Violetta phenomenon including strong musical elements with new and original tracks, exciting choreography, compelling storylines, and intriguing characters. All made bigger and better for the big screen.  The film shows how taking the role in the TV series was a pivotal moment for Tini leading to a personal ‚aòcoming of age story‚a about the young actress. In a story that reflects the teen star‚ own real life, Tini will leave behind the world depicted in Violetta, striking out alone and embarking on a brand new adventure over one endless summer that will define her as a person and see her emerge as a new artist.",https://m.media-amazon.com/images/M/MV5BYzFiYjkxY2UtZDAzMC00N2E3LTkyY2ItMmY3ODA0OTMzODcwXkEyXkFqcGdeQXVyNDE4MDU5OTE@._V1_SX300.jpg
tt5644726,Phantom Detective,ÌÉêÏ†ï ÌôçÍ∏∏Îèô: ÏÇ¨ÎùºÏßÑ ÎßàÏùÑ,"HONG Gildong is an infallible private detective with an exceptional memory and quirky personality. While chasing the only target he failed to find, he gets entangled in a much bigger conspiracy than he bargained for.",https://m.media-amazon.com/images/M/MV5BNGE1ZWQ1MzItYzYzNy00ZDdlLWI0MDEtYmRkMTVkNzNkYzI0XkEyXkFqcGdeQXVyNjc2NzEyOTA@._V1_SX300.jpg
tt4438848,Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,https://m.media-amazon.com/images/M/MV5BMTY0NzUxMDUzN15BMl5BanBnXkFtZTgwNzI2MTY4ODE@._V1_SX300.jpg
tt4517738,Restoration,Restoration,"During home renovations, a young couple release a fiery spirit seeking retribution. To save themselves and set the spirit free, they must uncover the dire truth. But nothing is as simple as it seems...",https://m.media-amazon.com/images/M/MV5BZjcyZjNlYmMtM2JmNi00YWE1LWJlNmQtMmQ1YmUxZjQyYzVmXkEyXkFqcGdeQXVyMjUxOTAxNzI@._V1_SX300.jpg
tt5275830,Eat that Question: Frank Zappa in His Own Words,Eat that Question: Frank Zappa in His Own Words,"Thorsten Schvºtte‚ film is a sharply edited and energetic celebration of Zappa through his public persona, allowing us to witness his shifting relationship with audiences. Utilizing potent TV interviews and many forgotten performances from his 30-year career, we are immersed into the musician‚ world while experiencing two distinct facets of his complex character. At once Zappa was both a charismatic composer who reveled in the joy of performing and, in the next moment, a fiercely intelligent and brutally honest interviewee whose convictions only got stronger as his career ascended.",https://m.media-amazon.com/images/M/MV5BMTEzMDg4NzIyNjVeQTJeQWpwZ15BbWU4MDE5NTYyMDkx._V1_SX300.jpg
tt3027716,Crossing Point,Crossing Point,"A young American couple in love, Michael and Olivia vacation in Baja, but things take a frightening turn when Olivia is kidnapped by drug dealer, who demands that Michael smuggle a backpack full of cocaine-stolen from a rival cartel-over the border into the U.S. within twelve hours or else Olivia will be killed. A good Tijuana Cop is on the trail, as Michael navigates the treacherous underworld of Mexico, and he himself becomes a force to be reckoned with...",https://m.media-amazon.com/images/M/MV5BYzM4MDY2MTItNTIwMS00ZGZmLTk1MWItZjExNDk3MDI3MzA4L2ltYWdlXkEyXkFqcGdeQXVyNzIzMTc2Mw@@._V1_SX300.jpg
tt5709506,Wizard Mode,Wizard Mode,"Mastering classic pinball arcade games requires focus, agility and dedication. Robert Gagno has all these traits. It might explain why he surged from a complete unknown to one of the world's best players in five years. The achievement is even more impressive considering he was diagnosed with autism at age three. His success on the pinball circuit made him part of a community that provided acceptance and encouragement. With his parents' support and determination, Robert has exceeded every expectation placed upon him. As he approaches adulthood, his next challenge is to become more self-sufficient and gain his independence. From high-stakes tournaments across the continent to his day-to-day search for employment, we follow Robert's persistent progression to overcome obstacles and manage the highs of success and lows of falling short. In Wizard Mode, flashing lights and triple combos highlight an outstanding individual who continues to beat the odds and set records.",https://m.media-amazon.com/images/M/MV5BZTY3MjgzYzQtNjI5OC00YzE1LTgzZDAtYWJmYjZiOGFmNDZjXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg
tt5274066,Raising the Bar,Raising the Bar,"16-year-old Kelly quits an elite gymnastics program and moves to Australia. To help out a new friend and show up an old rival she re-enters competitive gymnastics, she'll have to find a way to move forward while making amends with her past.",https://m.media-amazon.com/images/M/MV5BOTg1Mjc0ODkwMF5BMl5BanBnXkFtZTgwMDc2MjQ1NzE@._V1_SX300.jpg
tt5661030,Gary Gulman: It's About Time,Gary Gulman: It's About Time,"Netflix presents standup and two-time Last Comic Standing finalist Gary Gulman. Titled It‚ About Time, the tour marks Gulman‚ 20th year in comedy and stops at the Bowery Ballroom in New York.",https://m.media-amazon.com/images/M/MV5BNjM0MDI4OWQtNWZlNS00ZDE2LWI2ZTAtMzNkZWM4YTUxNzIzXkEyXkFqcGdeQXVyMjIzMjYxNjM@._V1_SX300.jpg
tt5170428,The Dwarvenaut,The Dwarvenaut,"THE DWARVENAUT gives viewers a glimpse into the unique mind of Brooklyn-based artist and entrepreneur Stefan Pokorny. Director Josh Bishop weaves memories of Stefan‚ tumultuous childhood with his current struggles and triumphs to paint a mesmerizing portrait. An art prodigy obsessed from a young age with Dungeons &amp; Dragons, Stefan navigates absurd adventures‚from Wisconsin to Venice to Bushwick‚on a quest to bring his most personal project to life through an ambitious multimillion dollar Kickstarter campaign. Part philosopher, part jester, he preaches the virtues of fantasy gaming as a vehicle for uniting the human race on his whimsical, bizarre life‚ journey.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDIwNDYxOTE4NV5BMl5BanBnXkFtZTgwODg2MTM0OTE@._V1_SX300.jpg
tt5593526,The Apology,The Apology,"The Apology explores the lives of former ""comfort women"", the more than 200,000 girls forced into sexual slavery during World War II. Today, they fight for reconciliation and justice as they struggle to make peace with the past.",https://images-na.ssl-images-amazon.com/images/M/MV5BMmU5ZTQ1ZDEtMTg4Yy00MGJlLWIyZjYtOGEzZDY3M2YyZWFhXkEyXkFqcGdeQXVyMjkxMTg0NjY@._V1_SX300.jpg
tt3433160,Magicians: Life in the Impossible,Magicians: Life in the Impossible,"An average magician can entertain but a world-class artist can reawaken your faith in the impossible. In this utterly charming showbiz chronicle, four stellar magicians will amaze even the staunchest of skeptics. But for each of these virtuosos, true success seems illusory. Among them: Brian Gillis was Johnny Carson‚ favourite close-up magician and a regular on The Tonight Show; David Minkin can levitate almost anything with his mind; and Jon Armstrong might be the best card trickster in the world‚but none of them are satisfied. Each can captivate a crowd, but how long can they chase their dreams and at what cost? Following the artists on and off the stage, Magicians: Life in the Impossible captures the sacrifices, the obsessive drive, and the very real possibility of losing everything for the one true love of their lives.",https://m.media-amazon.com/images/M/MV5BODA1NzdkNmYtYTQ5Yy00ZWZmLWEyNmQtZTlkYjUxMzU1NzUzXkEyXkFqcGdeQXVyMTA5Mzc4MDM@._V1_SX300.jpg
tt5557976,Do Not Resist,Do Not Resist,"Do Not Resist is an exploration of the rapid militarization of the police in the United States. Opening on startling on-the-scene footage in Ferguson, Missouri, the film then broadens its scope to present scenes from across the country.",https://m.media-amazon.com/images/M/MV5BMTg4ODMwODAyMl5BMl5BanBnXkFtZTgwODE1Mjc3OTE@._V1_SX300.jpg
tt5708154,Chris Hardwick: Funcomfortable,Chris Hardwick: Funcomfortable,"The ‚midnight‚ host makes things very funcomfortable for the packed house at The Palace of Fine Arts in San Francisco as he explores awkward and sometimes super creepy memories from both childhood and today. With ‚the energy of SpongeBob dipped in cocaine water,‚ Hardwick delves into dealing with anxieties, finds the humor in joining the ‚Dead Dad Club,‚ and shares deeply personal anecdotes that most people would be too embarrassed to say out loud.",https://m.media-amazon.com/images/M/MV5BMTc3MjU0NTI0N15BMl5BanBnXkFtZTgwNzY3MTg4ODE@._V1_SX300.jpg
tt5340882,Zoombies,Zoombies,"When a strange virus quickly spreads through a safari park and turns all the zoo animals undead, those left in the park must stop the creatures before they escape and zombify the whole city.",https://m.media-amazon.com/images/M/MV5BMDZiMTU0ZmUtY2U1Ni00MzY3LWI4NjMtNzY4ZDFkYmQ5OGM3XkEyXkFqcGdeQXVyNjUyNjMzMzU@._V1_SX300.jpg
tt3733774,The Trust,The Trust,A pair of cops investigating a drug invasion stumble upon a mysterious bank vault.,https://m.media-amazon.com/images/M/MV5BMTA4NjE3OTk1MzdeQTJeQWpwZ15BbWU4MDMwMTk1Mjgx._V1_SX300.jpg
tt4433646,Terra Formars,„ÉÜ„É©„Éï„Ç©„Éº„Éû„Éº„Ç∫,"With the space program attempting to travel to Mars, 21st century scientists were tasked with warming up the planet so that humans could survive on its surface. They came up with an efficient and cost effective plan of sending cockroaches and mold to the surface so that the mold would absorb the sunlight and the insect corpses would serve as a food source for the mold.  It is now the year 2577 and the first manned ship to Mars has landed on the planet and the six crew members are ready for their mission. But what they find are giant mutated humanoid cockroaches with incredible physical strength. The crew members are easily wiped out, but not before sending a transmission back to Earth. Now, humanity will send elite warriors to exterminate the mutated bugs and claim back Mars.",https://m.media-amazon.com/images/M/MV5BYTA4YmViNTctOTljMS00ZDM4LTgwYmQtMjE5M2RkODg3ZmE1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
tt2978102,Term Life,Term Life,"If Nick Barrow can stay alive for 21 days, he'll die happy. Everyone Nick knows wants him dead; Mob bosses, contract killers, and dirty cops. Performing the last act of a desperate man, Nick takes out a million dollar insurance policy on himself, payable to his estranged daughter. The problem? The policy doesn't take effect for 21 days. Nick knows they'll be lucky to be alive for twenty-one hours.",https://m.media-amazon.com/images/M/MV5BMjA4MzQwNTk4Ml5BMl5BanBnXkFtZTgwOTQxOTAxODE@._V1_SX300.jpg
tt5312232,Sairat,‡§∏‡•à‡§∞‡§æ‡§ü,"Although Parsha is the cricket team captain and the brightest student in his year, the beautiful and confident Aarchi is out of his reach. She belongs to a higher caste, her family is rich, and her father is a kingpin in local politics. But Aarchi is a headstrong girl who won‚at let anyone boss her around ‚ and she likes the persistent, brave Parsha. How will their families react? What happens to love when when two people have to sacrifice everything for it? Beyond the glamour of Bollywood, Sairat is an epic love story that takes a critical look at Indian society in the 21st century.",https://m.media-amazon.com/images/M/MV5BMjBjNWYyY2UtOGNjZC00MTg4LWIwYWItYmZiNDI5MGUwNWRkXkEyXkFqcGdeQXVyNjI1NjA5NjE@._V1_SX300.jpg
tt2078718,Sacrifice,Sacrifice,"Sacrifice is the story of consultant surgeon, Tora Hamilton, who moves with her husband, Duncan, to the remote Shetland Islands, 100 miles off the north-east coast of Scotland. Deep in the peat soil around her new home, Tora discovers the body of a young woman with rune marks carved into her skin and a gaping hole where her heart once beat. Ignoring warnings to leave well alone, Tora uncovers terrifying links to a legend that might never have been confined to the pages of the story-books.",https://m.media-amazon.com/images/M/MV5BMTkyNjQ0NDk3N15BMl5BanBnXkFtZTgwNDEzNjQ1ODE@._V1_SX300.jpg
tt5639650,Phantom of the Theatre,È≠îÂÆ´È≠ÖÂΩ±,"A haunted theatre, filled with the vengeful spirits of a tragically-trapped performance troupe murdered in a fire 13 years ago, waits for the once-grand palatial playhouse to re-open with a new show - and bring in new victims.",https://m.media-amazon.com/images/M/MV5BMzhiMDE4MTMtZDYxYi00ZDkxLTg4OGMtMTQ1ZWE0OWIwOGNhXkEyXkFqcGdeQXVyMTk0NTY2ODQ@._V1_SX300.jpg
tt4960242,Finding Mr. Right 2,Beijing Meets Seattle II: Book of Love,"Continuing the story of Beijing Meets Seattle I from 2013, the new movie has the couple fall in love again.",https://m.media-amazon.com/images/M/MV5BZTk1NGY0M2QtYzg4NC00ZjQ2LTk1NTEtM2Q2MGQ5YTNmYWJlXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_SX300.jpg
tt4864932,Baaghi,Baaghi,"Baaghi is the story of Ronny, a rebellious 23-year-old from Delhi. Fearing his unruly and angry temperament his father sends him to a disciplinary academy set in a sleepy town in Kerala. While traveling to the academy he meets Siya who also carries a rebellious streak but nonetheless spark fly between them. After his enrollment, Ronny encounters the star student Raghav and things get awry between them when Raghav falls for Siya as well. Years later Ronny is informed that Siya is abducted and is called upon for help to rescue her from the gritty underbelly of Thailand. Lost in the midst of a new city Ronny comes face to face with his nemesis, Raghav. They both still love Siya unconditionally and are in a battle to win her heart. But there will be only one person who will. Who will it be the rebellious Ronny or the furious Raghav?",https://m.media-amazon.com/images/M/MV5BMDlhYzBmYjgtYzkyMC00MDUwLTkwNzgtYzk4Yjc5ZTU1ODI3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
tt2800050,A Beautiful Planet,A Beautiful Planet,"A Beautiful Planet is a breathtaking portrait of Earth from space, providing a unique perspective and increased understanding of our planet and galaxy as never seen before. Made in cooperation with the National Aeronautics and Space Administration (NASA), the film features stunning footage of our magnificent blue planet ‚ and the effects humanity has had on it over time ‚ captured by the astronauts aboard the International Space Station (ISS)  Exclusive IMAX and IMAX¬ 3D engagements of A Beautiful Planet begin April 29th.",https://m.media-amazon.com/images/M/MV5BMTUzMjAxMzg5M15BMl5BanBnXkFtZTgwNjIxNjk5NzE@._V1_SX300.jpg
tt4490762,Traceroute,Traceroute,"Artist and life-long nerd Johannes Grenzfurthner is taking us on a personal road trip from the West Coast to the East Coast of the USA, to introduce us to places and people that shaped and inspired his art and politics. Traceroute wants to chase and question the ghosts of nerddom's past, present and future. An exhilarating tour de farce into the guts of trauma, obsession and cognitive capitalism.  Features interviews with Matt Winston, Sandy Stone, Bruce Sterling, Jason Scott, Christina Agapakis, Trevor Paglen, Ryan Finnigan, Kit Stubbs, V. Vale, Sean Bonner, Allison Cameron, Josh Ellingson, Maggie Mayhem, Paolo Pedercini, Steve Tolin, Dan Wilcox, Jon Lebkowsky, Jan ""Varka"" Mulders, Adam Flynn, Abie Hadjitarkhani, Kelly Poots...",https://m.media-amazon.com/images/M/MV5BMTg1Mjc1MzI0MV5BMl5BanBnXkFtZTgwNzMyMDI5NjE@._V1_SX300.jpg
tt4509840,The Rift,The Rift,"The satellite has vanished and the only clue is a trail leading to a small village nestled on the outskirts of forest line. As the team begins to investigate they quickly discover that something else came back from space, something not of this world. As their time runs out, the team must battle to unlock the terrifying truth behind the ill-fated mission.",https://m.media-amazon.com/images/M/MV5BY2VlYmY2NWYtMTI5YS00YTllLWI0NmQtMTk1MTY1NThmZjNlXkEyXkFqcGdeQXVyMjQwODU1MA@@._V1_SX300.jpg
tt3746824,Sheep & Wolves,–í–æ–ª–∫–∏ –∏ –æ–≤—Ü—ã: –±–µ-–µ-–µ-–∑—É–º–Ω–æ–µ –ø—Ä–µ–≤—Ä–∞—â–µ–Ω–∏–µ,"In a magical faraway land, in a picturesque little village nestled among green meadows and rolling hills, lives a flock of carefree sheep. But their pastoral and stress-free life is interrupted when a pack of wolves sets up camp in the nearby ravine.",https://m.media-amazon.com/images/M/MV5BOWFiMTMyOGMtN2UzMC00OGJmLThmNjAtNmE2ZTE2ZGE0NDgxXkEyXkFqcGdeQXVyNTczOTM5MTQ@._V1_SX300.jpg
tt4824302,Mother's Day,Mother's Day,Intersecting stories with different moms collide on Mother's Day.,https://m.media-amazon.com/images/M/MV5BODYzMjc5NDEzNF5BMl5BanBnXkFtZTgwMzI3ODcyODE@._V1_SX300.jpg
tt3037164,Kills on Wheels,Tiszta sz√≠vvel,Two physically handicapped youngsters make friends with a paralysed hitman and are commissioned by a local mafia boss. They have little to lose although things are never as they first appear. The boundaries between fantasy and reality blur as the unlikely heroes stumble from one close encounter to the next and we gain an unusual insight into their lives on the periphery of society.,https://m.media-amazon.com/images/M/MV5BZDk0ZThmM2QtZDdmMS00NzU0LTg1YTAtZGJhMDA2ZjNhMzk3XkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg
tt2721744,City 40,City 40,"Behind the walls of a forbidden city, the only thing more dangerous than its secrets is the truth.",https://m.media-amazon.com/images/M/MV5BMjM0NDY2MzEwNF5BMl5BanBnXkFtZTgwNTM1NDc5ODE@._V1_SX300.jpg
tt4338434,A Month of Sundays,A Month of Sundays,"Frank Mollard, divorced but still attached, can't move on and also can't sell a house in a property boom, much less connect with his teenage son. One night Frank gets a phone call from his mother. Nothing out of the ordinary there ‚ apart from the fact that she died the year before.",https://m.media-amazon.com/images/M/MV5BMTU0MTMzNDY1OV5BMl5BanBnXkFtZTgwNTc5NTYyODE@._V1_SX300.jpg
tt3450900,The Sea of Trees,The Sea of Trees,A suicidal American befriends a Japanese man lost in a forest near Mt. Fuji and the two search for a way out.,https://m.media-amazon.com/images/M/MV5BNDMyMTY0ODg2MV5BMl5BanBnXkFtZTgwNzI3OTY2OTE@._V1_SX300.jpg
tt5034474,The Assignment,The Assignment,"Ace assassin Frank Kitchen is double crossed by gangsters and falls into the hands of rogue surgeon known as The Doctor who turns him into a woman. The hitman, now a hitwoman, sets out for revenge, aided by a nurse named Johnnie who also has secrets.",https://m.media-amazon.com/images/M/MV5BNjczMTcxOTM1NF5BMl5BanBnXkFtZTgwNjk3MTY2MTI@._V1_SX300.jpg
tt5096628,Paris 05:59: Th√©o & Hugo,Th√©o et Hugo dans le m√™me bateau,"Thvo and Hugo meet in a sex club, recognize each other, become entangled in a passionate embrace. Once the desire and elation of this first moment has passed, the two young men, now sober, wander through the empty streets of nocturnal Paris, having to confront the love they sense blossoming between them.",https://m.media-amazon.com/images/M/MV5BYjM4ODVlZjktY2E1Zi00MzU0LWIyMjQtNGEyOTliM2Y5MWU1XkEyXkFqcGdeQXVyMDAyODM0Nw@@._V1_SX300.jpg
tt3471098,Maggie's Plan,Maggie's Plan,"Maggie 's plan to have a baby on her own is derailed when she falls in love with John, a married man, destroying his volatile marriage to the brilliant and impossible Georgette. But one daughter and three years later, Maggie is out of love and in a quandary: what do you do when you suspect your man and his ex wife are actually perfect for each other?",https://m.media-amazon.com/images/M/MV5BYzk1MDI1OWUtZjcxZi00ODFkLWJkZmEtYzRhYWQwMDA2MmQ5XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
tt3498820,Captain America: Civil War,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",https://m.media-amazon.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_SX300.jpg
tt5463378,A Dragon Arrives!,Ejheda vared Mishavad!,"An orange Chevrolet Impala drives across a cemetery towards an abandoned shipwreck in the middle of a desert landscape. It is the 22nd of January, 1965. The day before, the Iranian prime minister was shot dead in front of the parliament building. Inside the wreck, a banished political prisoner has hung himself. The walls are covered in diary entries, literary quotes and strange symbols. Can they help Police Inspector Babak Hafizi in his investigations? Will they shed any light on why there is always an earthquake whenever somebody is buried in this desert cemetery?",https://ia.media-imdb.com/images/M/MV5BMmVjODI1MzgtNDYyZC00MmQ2LThlMmYtOTMyMzExZjA4NTcwXkEyXkFqcGdeQXVyMTAyNTQ0MTk@._V1_SX300.jpg
tt4172146,Summer of 8,Summer of 8,Eight close friends soak up their last day of summer together on the beach before parting ways for college.,https://m.media-amazon.com/images/M/MV5BMjc0MzMyY2ItMjVkMy00ZDg5LWExMTgtZmQ1NDIxZjM5OGIwXkEyXkFqcGdeQXVyMjM4MDcwOTQ@._V1_SX300.jpg
tt4593196,Population Zero,Population Zero,"In 2009 three young men were killed in a remote part of Yellowstone National Park. Authorities never found the murderer. He found them! Hours after the trio were gunned down, Dwayne Nelson confessed to the crime. Despite this Nelson was allowed to go free because of an American Constitution loophole. Documentarian Julian T. Pinder travels to Yellowstone in a compelling chase for truth behind a crime that should have rocked the nation. How did a guilty man go free? In his hunt for answers Pinder risks his own life when he finds evidence that could re-open the case years later.",https://m.media-amazon.com/images/M/MV5BZjk2MjUxYzEtZDUyMi00MjAyLThkNzgtNmVjYzA2NjgwNzBkL2ltYWdlXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
tt2556114,Guernica,Gernika,"The fates of Henry - an American correspondent - and Teresa, one of the Republic's censors during the Spanish Civil War.",https://m.media-amazon.com/images/M/MV5BMTg2MzcyNzI5N15BMl5BanBnXkFtZTgwMDgxMTk1NzE@._V1_SX300.jpg
tt5628044,Enter the Battlefield: Life on the Magic - The Gathering Pro Tour,Enter the Battlefield: Life on the Magic - The Gathering Pro Tour,"Magic: The Gathering is the most popular collectible card game in the world. At Magic's Pro Tour, players from around the globe compete to prove who is the best. They are writers, game theorists, jewelry apprentices, female pioneers, and teenage geniuses.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTFkOWE3OWEtNjZjMC00MGY4LWEyODQtZjVkYmVhZWUwYWM5XkEyXkFqcGdeQXVyNjY2MTE1MTk@._V1_SX300.jpg
tt4857878,Rumbos,Rumbos,"During a long night of August, some people have different experiences that leave a deep impression in them. Linked by a radio night show, all them cross the city of Barcelona, not knowing that their fates will collide with each other in unexpected ways.",https://m.media-amazon.com/images/M/MV5BMTY2MzQxNDQ4N15BMl5BanBnXkFtZTgwMDE2MjA2OTE@._V1_SX300.jpg
tt4273562,Yu-Gi-Oh!: The Dark Side of Dimensions,ÈÅä‚òÜÊàØ‚òÜÁéã THE DARK SIDE OF DIMENSIONS,Yugi and Kaiba have a special duel that transcends dimensions.,https://m.media-amazon.com/images/M/MV5BMDA2YTQzNTktNzA5Yi00Mzg2LWE1NzMtZTQxYTBhNDVjYTAxXkEyXkFqcGdeQXVyMjM5ODMxODc@._V1_SX300.jpg
tt4480494,The Night My Mother Killed My Father,La noche que mi madre mat√≥ a mi padre,"Isabel is an actress recent in her 40 years old, unable to get new roles for movies or theaters, since then directors looking for younger women. She is married with the neurotic vÅngel, a screenwriter who is working in his next cinema project with Susana, his producer and ex wife. After Isabel, vÅngel, Susana and Carlos, Isabel's first husband, send away to them respective child to a school excursion, Isabel accepts to organize in her house a business dinner for Diego, an important Argentinian actor to negotiate his participation in the movie. During the dinner Carlos appears suddenly with a young girl called vÅlex, announcing their next wedding and moving to Brasil. But when a little time later Carlos dies unexpectedly, vÅngel and Susana suspects of the guilty of Isabel, starting a series of events more maddened each time, along a long night where surprises seems not having end...",https://images-na.ssl-images-amazon.com/images/M/MV5BMzZhYTc0NjItNDgyOS00YzdhLTk5YzctNTI4NWUxMjZlOGY0XkEyXkFqcGdeQXVyNDM3MzU1MTg@._V1_SX300.jpg
tt5791222,Rachel Feinstein: Only Whores Wear Purple,Rachel Feinstein: Only Whores Wear Purple,"In Rachel Feinstein's first hour-long special, she brings her blunt humor to a variety of topics, including her love of Christian sleepovers and the purposelessness of dick pics. Feinstein embodies a variety of memorable characters like her terrifyingly mature middle school friend, her judgmental grandmother, and porn star Jenna Jameson.",https://m.media-amazon.com/images/M/MV5BNDM5ZDQyMTAtOTdmYS00ODg3LWI0YTctYTY5NzdmNTJkYWMxXkEyXkFqcGdeQXVyMjExODEyNQ@@._V1_SX300.jpg
tt5662106,Lemonade,Lemonade,"The second ""visual album"" (a collection of short films) by Beyoncv, this time around she takes a piercing look at racial issues and feminist concepts through a sexualized, satirical, and solemn tone.",https://m.media-amazon.com/images/M/MV5BZmVkMjllMGMtOGJjMi00ZDBlLThkODItNWUxYWM2MTQwN2RiXkEyXkFqcGdeQXVyNjM4MDAzMg@@._V1_SX300.jpg
tt4976984,Ghostheads,Ghostheads,Ghostheads is a documentary that explores the extreme side of the Ghostbusters fandom. Join us as we travel the world meeting extreme Ghostbusters fans. Every Ghosthead is unique. Every Franchise is its own. Every pop culture fandom should learn how to give back to the community.,https://m.media-amazon.com/images/M/MV5BYjYyZWIwYjUtMDE2Yi00ZDI1LThmZGMtMDhkNThlOGY1N2U0XkEyXkFqcGdeQXVyNzA1MDM3MA@@._V1_SX300.jpg
tt4303202,American Wrestler: The Wizard,American Wrestler: The Wizard,"In 1980, a teenage boy escapes the unrest in Iran only to face more hostility in America, due to the hostage crisis. Determined to fit in, he joins the school's floundering wrestling team.",https://m.media-amazon.com/images/M/MV5BNjY0ZDdjODgtNDg5Ny00MDliLWFkYTAtMmM1NjcyZDRhZmU2XkEyXkFqcGdeQXVyMDQ0Mzg2MQ@@._V1_SX300.jpg
tt4213806,Toro,Toro,"Toro (Spanish for ""Bull"") is a young con man and the right hand of Romano, a powerful mob boss in Torremolinos, Mvlaga (Andalusia, south to Spain). After Toro decides to leave Romano to get a life free of crime, his last sting fails, resulting one of his brothers dead and he sent to jail. Five years later, Romano realizes that Lvpez, Toro's older brother, is robbing him money from his tourism business and he orders to kidnap Diana, Lvpez's little daughter, until this one get back the money. Without options, Lvpez visits Toro, now a touristic driver with the third grade prison close to get the parole, who only wants to be free to marry his girlfriend Estrella. When Toro accepts to help Lvpez and both meet Romano looking for a solution, Toro ends attacking Romano's men and fleeing with Diana, trying to escape from Romano's revenge. But Romano starts a ruthless searching for they three, meanwhile Toro counts the hours to back the prison according to the third grade...",https://m.media-amazon.com/images/M/MV5BMGE3ZmZmNWEtNzhjOC00ZGU4LTgxZmEtYWE3MzQ2OGIyY2RmXkEyXkFqcGdeQXVyMjA0NjUzNDI@._V1_SX300.jpg
tt4154004,The Unbidden,The Unbidden,The Unbidden is a thriller about four women confronted by a mysterious young man who knows a dark secret from their past.,https://m.media-amazon.com/images/M/MV5BMjM0NTA3NDkwOF5BMl5BanBnXkFtZTgwNzQ0NDc0OTE@._V1_SX300.jpg
tt3923662,The ReZort,The ReZort,"The ReZort, a post apocalyptic safari, offers paying guests the opportunity to kill zombies in the wake of an outbreak.",https://m.media-amazon.com/images/M/MV5BYWMzMzgwMjItMGI1ZC00MGY0LTgwY2MtMWQ0NzQ2MDZiMDE0XkEyXkFqcGdeQXVyMjExMDIwNzA@._V1_SX300.jpg
tt4181052,Special Correspondents,Special Correspondents,A radio journalist and his technician get in over their heads when they hatch a scheme to fake their own kidnapping during a rebel uprising in South America and hide out in New York instead.,https://m.media-amazon.com/images/M/MV5BMTQ2MzUwODQzMF5BMl5BanBnXkFtZTgwMTA5MDM0ODE@._V1_SX300.jpg
tt5457520,Patton Oswalt: Talking for Clapping,Patton Oswalt: Talking for Clapping,"Patton Oswalt delivers a fresh hour plus of stand-up, covering everything from misery to defeat to hopelessness. It's his most upbeat special to date.",https://m.media-amazon.com/images/M/MV5BZmMyYzAzMzktOWM4MS00YmI2LThmM2MtNjBkODZkOWQxODNmXkEyXkFqcGdeQXVyNjYzMDA4MTI@._V1_SX300.jpg
tt4540434,Paradox,Paradox,"A group of scientists are experimenting with time travel, and they manage to send one of their group ahead in time one hour. But when he comes back, he tells them that they‚all all be dead within the next hour unless they shut the machine down.",https://m.media-amazon.com/images/M/MV5BODk0MTc5MjgwM15BMl5BanBnXkFtZTgwNTQ4Mzc5NzE@._V1_SX300.jpg
